Name,Type 1,Type 2,Ability1,Ability2,Ability_Hidden,hasHP,hasAttack,hasDefense,hasSpAttack,hasSpDefense,hasSpeed,hasBST,Generation,hasExpToLvl100,esEvolucionFinal,hasCatchRate,isLegendary,Mega Evolution,Alolan Form,Galarian Form,hasHeight,hasWeight,hasBMI,Dataset_Pokedex.hasGenderMaleRatio,Dataset_Pokedex.hasGenderFemaleRatio,Dataset_Pokedex.hasEggSteps,Dataset_Pokedex.Egg_Group1,Dataset_Pokedex.Egg_Group2,Dataset_Pokedex.hasBaseExperience,Dataset_Pokedex.Category,Kanto.Moves
Rattata,Normal,,Guts, Hustle, Run Away,30,56,35,25,35,72,253,1,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.3,3.5,38.9,50,50,15,Ground,,51,Ordinary,"cut, normal, headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, bite, dark, water-gun, water, ice-beam, ice, blizzard, ice, bubble-beam, water, counter, fighting, thunderbolt, electric, thunder-wave, electric, thunder, electric, dig, ground, toxic, poison, quick-attack, normal, rage, normal, mimic, normal, screech, normal, double-team, normal, defense-curl, normal, focus-energy, normal, bide, normal, swift, normal, skull-bash, normal, fury-swipes, normal, rest, psychic, hyper-fang, normal, super-fang, normal, substitute, normal, thief, dark, flame-wheel, fire, snore, normal, curse, ghost, reversal, fighting, protect, normal, sludge-bomb, poison, mud-slap, ground, icy-wind, ice, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pursuit, dark, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, shadow-ball, ghost, rock-smash, fighting, uproar, normal, facade, normal, taunt, dark, revenge, fighting, endeavor, normal, secret-power, normal, covet, normal, shock-wave, electric, natural-gift, normal, pluck, flying, u-turn, bug, assurance, dark, me-first, normal, last-resort, normal, sucker-punch, dark, zen-headbutt, psychic, captivate, normal, grass-knot, grass, charge-beam, electric, round, normal, retaliate, normal, final-gambit, fighting, work-up, normal, wild-charge, electric, confide, normal, laser-focus, normal"
Mega Beedrill,Bug,Poison,Adaptability,,,65,150,40,15,80,145,495,6,1000000,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,1.4,40.5,20.7,50,50,15,Bug,,223,Ordinary,
Raticate,Normal,,Guts, Hustle, Run Away,55,81,60,50,70,97,413,1,1000000,VERDADERO,127,FALSO,FALSO,FALSO,FALSO,0.7,18.5,37.8,50,50,15,Ground,,145,Ordinary,"swords-dance, normal, cut, normal, headbutt, normal, tackle, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, bite, dark, roar, normal, water-gun, water, ice-beam, ice, blizzard, ice, bubble-beam, water, hyper-beam, normal, counter, fighting, strength, normal, thunderbolt, electric, thunder-wave, electric, thunder, electric, dig, ground, toxic, poison, quick-attack, normal, rage, normal, mimic, normal, double-team, normal, defense-curl, normal, focus-energy, normal, bide, normal, swift, normal, skull-bash, normal, fury-swipes, normal, rest, psychic, hyper-fang, normal, super-fang, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, mud-slap, ground, icy-wind, ice, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pursuit, dark, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, shadow-ball, ghost, rock-smash, fighting, uproar, normal, facade, normal, taunt, dark, endeavor, normal, secret-power, normal, covet, normal, shock-wave, electric, natural-gift, normal, pluck, flying, u-turn, bug, assurance, dark, last-resort, normal, sucker-punch, dark, giga-impact, normal, zen-headbutt, psychic, captivate, normal, grass-knot, grass, charge-beam, electric, round, normal, retaliate, normal, work-up, normal, wild-charge, electric, confide, normal, laser-focus, normal, throat-chop, dark, stomping-tantrum, ground"
Spearow,Normal,Flying,Keen Eye, Sniper,,40,60,30,31,31,70,262,1,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.3,2,22.2,50,50,15,Flying,,52,Ordinary,"razor-wind, normal, wing-attack, flying, whirlwind, normal, fly, flying, headbutt, normal, fury-attack, normal, take-down, normal, double-edge, normal, leer, normal, growl, normal, peck, flying, drill-peck, flying, toxic, poison, agility, psychic, quick-attack, normal, rage, normal, mimic, normal, double-team, normal, focus-energy, normal, bide, normal, mirror-move, flying, swift, normal, sky-attack, flying, rest, psychic, tri-attack, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, scary-face, normal, feint-attack, dark, mud-slap, ground, detect, fighting, endure, normal, false-swipe, normal, swagger, normal, steel-wing, steel, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pursuit, dark, hidden-power, normal, twister, dragon, rain-dance, water, sunny-day, fire, uproar, normal, heat-wave, fire, facade, normal, secret-power, normal, feather-dance, flying, astonish, ghost, air-cutter, flying, aerial-ace, flying, roost, flying, natural-gift, normal, pluck, flying, tailwind, flying, u-turn, bug, assurance, dark, defog, flying, captivate, normal, ominous-wind, ghost, round, normal, echoed-voice, normal, work-up, normal, drill-run, ground, confide, normal"
Fearow,Normal,Flying,Keen Eye, Sniper,,65,90,65,61,61,100,442,1,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,1.2,38,26.4,50,50,15,Flying,,155,Ordinary,"razor-wind, normal, wing-attack, flying, whirlwind, normal, fly, flying, headbutt, normal, fury-attack, normal, take-down, normal, double-edge, normal, leer, normal, growl, normal, hyper-beam, normal, peck, flying, drill-peck, flying, toxic, poison, agility, psychic, quick-attack, normal, rage, normal, mimic, normal, double-team, normal, focus-energy, normal, bide, normal, mirror-move, flying, swift, normal, sky-attack, flying, rest, psychic, tri-attack, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, protect, normal, mud-slap, ground, detect, fighting, endure, normal, false-swipe, normal, swagger, normal, steel-wing, steel, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pursuit, dark, hidden-power, normal, twister, dragon, rain-dance, water, sunny-day, fire, uproar, normal, heat-wave, fire, facade, normal, secret-power, normal, air-cutter, flying, aerial-ace, flying, roost, flying, natural-gift, normal, pluck, flying, tailwind, flying, u-turn, bug, assurance, dark, giga-impact, normal, defog, flying, captivate, normal, ominous-wind, ghost, round, normal, echoed-voice, normal, work-up, normal, drill-run, ground, confide, normal, laser-focus, normal, throat-chop, dark"
Ekans,Poison,,Intimidate, Shed Skin, Unnerve,35,60,44,40,54,55,288,1,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,2,6.9,1.7,50,50,20,Ground,Dragon,58,Ordinary,"bind, normal, slam, normal, headbutt, normal, body-slam, normal, wrap, normal, take-down, normal, double-edge, normal, poison-sting, poison, leer, normal, bite, dark, disable, normal, acid, poison, strength, normal, mega-drain, grass, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, haze, ice, bide, normal, skull-bash, normal, glare, normal, leech-life, bug, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, mud-slap, ground, giga-drain, grass, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pursuit, dark, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, beat-up, dark, stockpile, normal, spit-up, normal, swallow, normal, torment, dark, facade, normal, knock-off, dark, snatch, dark, secret-power, normal, poison-fang, poison, rock-tomb, rock, mud-shot, ground, poison-tail, poison, natural-gift, normal, payback, dark, gastro-acid, poison, sucker-punch, dark, toxic-spikes, poison, poison-jab, poison, dark-pulse, dark, aqua-tail, water, seed-bomb, grass, switcheroo, dark, fire-fang, fire, mud-bomb, ground, gunk-shot, poison, captivate, normal, venoshock, poison, sludge-wave, poison, coil, poison, acid-spray, poison, round, normal, bulldoze, ground, snarl, dark, belch, poison, confide, normal, infestation, bug, brutal-swing, dark, psychic-fangs, psychic, scale-shot, dragon, skitter-smack, bug, lash-out, dark, tera-blast, normal, trailblaze, grass"
Mega Pidgeot,Normal,Flying,No Guard,,,83,80,80,135,80,121,579,6,1059860,VERDADERO,45,FALSO,VERDADERO,FALSO,FALSO,2.2,50.5,10.4,50,50,15,Flying,,261,Ordinary,
Arbok,Poison,,Intimidate, Shed Skin, Unnerve,60,95,69,65,79,80,448,1,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,3.5,65,5.3,50,50,20,Ground,Dragon,157,Ordinary,"bind, normal, slam, normal, headbutt, normal, body-slam, normal, wrap, normal, take-down, normal, double-edge, normal, poison-sting, poison, leer, normal, bite, dark, acid, poison, hyper-beam, normal, strength, normal, mega-drain, grass, earthquake, ground, fissure, ground, dig, ground, toxic, poison, rage, normal, mimic, normal, screech, normal, double-team, normal, haze, ice, bide, normal, skull-bash, normal, glare, normal, leech-life, bug, rest, psychic, rock-slide, rock, substitute, normal, thief, dark, snore, normal, curse, ghost, spite, ghost, protect, normal, scary-face, normal, sludge-bomb, poison, mud-slap, ground, giga-drain, grass, endure, normal, swagger, normal, attract, normal, sleep-talk, normal, return, normal, frustration, normal, pain-split, normal, iron-tail, steel, hidden-power, normal, rain-dance, water, sunny-day, fire, crunch, dark, stockpile, normal, spit-up, normal, swallow, normal, torment, dark, facade, normal, knock-off, dark, snatch, dark, secret-power, normal, poison-fang, poison, rock-tomb, rock, mud-shot, ground, poison-tail, poison, natural-gift, normal, payback, dark, gastro-acid, poison, sucker-punch, dark, toxic-spikes, poison, poison-jab, poison, dark-pulse, dark, aqua-tail, water, seed-bomb, grass, switcheroo, dark, giga-impact, normal, thunder-fang, electric, ice-fang, ice, fire-fang, fire, mud-bomb, ground, gunk-shot, poison, captivate, normal, venoshock, poison, sludge-wave, poison, coil, poison, acid-spray, poison, round, normal, bulldoze, ground, dragon-tail, dragon, snarl, dark, belch, poison, confide, normal, infestation, bug, throat-chop, dark, brutal-swing, dark, psychic-fangs, psychic, stomping-tantrum, ground, breaking-swipe, dragon, scale-shot, dragon, skitter-smack, bug, lash-out, dark, tera-blast, normal, trailblaze, grass"
Pikachu,Electric,,Lightning Rod, Static,,35,55,40,50,50,90,320,1,1000000,FALSO,190,FALSO,FALSO,FALSO,FALSO,0.4,6,37.5,50,50,10,Ground,Fairy,112,Ordinary,"mega-punch, normal, pay-day, normal, thunder-punch, electric, slam, normal, double-kick, fighting, mega-kick, normal, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, growl, normal, surf, water, submission, fighting, counter, fighting, seismic-toss, fighting, strength, normal, thunder-shock, electric, thunderbolt, electric, thunder-wave, electric, thunder, electric, dig, ground, toxic, poison, agility, psychic, quick-attack, normal, rage, normal, mimic, normal, double-team, normal, defense-curl, normal, light-screen, psychic, reflect, psychic, bide, normal, swift, normal, skull-bash, normal, flash, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, reversal, fighting, protect, normal, sweet-kiss, fairy, mud-slap, ground, zap-cannon, electric, detect, fighting, endure, normal, charm, fairy, rollout, rock, swagger, normal, spark, electric, attract, normal, sleep-talk, normal, return, normal, frustration, normal, dynamic-punch, fighting, encore, normal, iron-tail, steel, hidden-power, normal, rain-dance, water, rock-smash, fighting, uproar, normal, facade, normal, focus-punch, fighting, charge, electric, helping-hand, normal, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, fake-tears, dark, signal-beam, bug, covet, normal, volt-tackle, electric, calm-mind, psychic, shock-wave, electric, natural-gift, normal, feint, normal, fling, dark, magnet-rise, electric, nasty-plot, dark, discharge, electric, captivate, normal, grass-knot, grass, charge-beam, electric, electro-ball, electric, round, normal, echoed-voice, normal, volt-switch, electric, electroweb, electric, wild-charge, electric, disarming-voice, fairy, draining-kiss, fairy, play-rough, fairy, play-nice, normal, confide, normal, eerie-impulse, electric, electric-terrain, electric, nuzzle, electric, laser-focus, normal, rising-voltage, electric, tera-blast, normal, trailblaze, grass, alluring-voice, fairy, upper-hand, fighting"
Alolan Rattata,Dark,Normal,Gluttony, Hustle, Thick Fat,30,56,35,25,35,72,253,7,1000000,FALSO,255,FALSO,FALSO,VERDADERO,FALSO,0.3,3.8,42.2,50,50,15,Ground,,51,Ordinary,
Raichu,Electric,,Lightning Rod, Static,,60,90,55,90,80,110,485,1,1000000,VERDADERO,75,FALSO,FALSO,FALSO,FALSO,0.8,30,46.9,50,50,10,Ground,Fairy,243,Ordinary,"mega-punch, normal, pay-day, normal, thunder-punch, electric, slam, normal, mega-kick, normal, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, tail-whip, normal, growl, normal, surf, water, hyper-beam, normal, submission, fighting, counter, fighting, seismic-toss, fighting, strength, normal, thunder-shock, electric, thunderbolt, electric, thunder-wave, electric, thunder, electric, dig, ground, toxic, poison, agility, psychic, quick-attack, normal, rage, normal, mimic, normal, double-team, normal, defense-curl, normal, light-screen, psychic, reflect, psychic, bide, normal, swift, normal, skull-bash, normal, flash, normal, rest, psychic, substitute, normal, thief, dark, snore, normal, curse, ghost, reversal, fighting, protect, normal, sweet-kiss, fairy, mud-slap, ground, zap-cannon, electric, detect, fighting, endure, normal, charm, fairy, rollout, rock, swagger, normal, spark, electric, attract, normal, sleep-talk, normal, return, normal, frustration, normal, safeguard, normal, dynamic-punch, fighting, encore, normal, iron-tail, steel, hidden-power, normal, rain-dance, water, rock-smash, fighting, fake-out, normal, uproar, normal, facade, normal, focus-punch, fighting, charge, electric, helping-hand, normal, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, signal-beam, bug, covet, normal, calm-mind, psychic, shock-wave, electric, natural-gift, normal, feint, normal, fling, dark, magnet-rise, electric, focus-blast, fighting, giga-impact, normal, nasty-plot, dark, discharge, electric, captivate, normal, grass-knot, grass, charge-beam, electric, electro-ball, electric, round, normal, echoed-voice, normal, volt-switch, electric, electroweb, electric, wild-charge, electric, disarming-voice, fairy, draining-kiss, fairy, play-rough, fairy, play-nice, normal, confide, normal, eerie-impulse, electric, electric-terrain, electric, nuzzle, electric, laser-focus, normal, speed-swap, psychic, brutal-swing, dark, rising-voltage, electric, tera-blast, normal, trailblaze, grass, alluring-voice, fairy, upper-hand, fighting"
Sandshrew,Ground,,Sand Rush, Sand Veil,,50,75,85,20,30,40,300,1,1000000,FALSO,255,FALSO,FALSO,FALSO,FALSO,0.6,12,33.3,50,50,20,Ground,,60,Ordinary,"scratch, normal, swords-dance, normal, cut, normal, sand-attack, ground, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, poison-sting, poison, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, earthquake, ground, fissure, ground, dig, ground, toxic, poison, agility, psychic, rage, normal, mimic, normal, double-team, normal, defense-curl, normal, bide, normal, swift, normal, skull-bash, normal, amnesia, psychic, leech-life, bug, fury-swipes, normal, rest, psychic, rock-slide, rock, super-fang, normal, slash, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, flail, normal, protect, normal, mud-slap, ground, spikes, ground, detect, fighting, sandstorm, rock, endure, normal, rollout, rock, false-swipe, normal, swagger, normal, fury-cutter, bug, attract, normal, sleep-talk, normal, return, normal, frustration, normal, safeguard, normal, magnitude, ground, dynamic-punch, fighting, rapid-spin, normal, iron-tail, steel, metal-claw, steel, hidden-power, normal, sunny-day, fire, rock-smash, fighting, facade, normal, focus-punch, fighting, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, crush-claw, normal, rock-tomb, rock, sand-tomb, ground, aerial-ace, flying, mud-shot, ground, covet, normal, gyro-ball, steel, natural-gift, normal, fling, dark, poison-jab, poison, night-slash, dark, x-scissor, bug, earth-power, ground, shadow-claw, ghost, rock-climb, normal, stone-edge, rock, captivate, normal, stealth-rock, rock, hone-claws, dark, smack-down, rock, round, normal, chip-away, normal, bulldoze, ground, work-up, normal, rototiller, ground, confide, normal, high-horsepower, ground, throat-chop, dark, stomping-tantrum, ground, steel-roller, steel, scorching-sands, ground, tera-blast, normal"
Alolan Raticate,Dark,Normal,Gluttony, Hustle, Thick Fat,75,71,70,40,80,77,413,7,1000000,VERDADERO,127,FALSO,FALSO,VERDADERO,FALSO,0.7,25.5,52,50,50,15,Ground,,145,Ordinary,
Sandslash,Ground,,Sand Rush, Sand Veil,,75,100,110,45,55,65,450,1,1000000,VERDADERO,90,FALSO,FALSO,FALSO,FALSO,1,29.5,29.5,50,50,20,Ground,,158,Ordinary,"scratch, normal, swords-dance, normal, cut, normal, sand-attack, ground, headbutt, normal, body-slam, normal, take-down, normal, double-edge, normal, poison-sting, poison, pin-missile, bug, hyper-beam, normal, submission, fighting, low-kick, fighting, counter, fighting, seismic-toss, fighting, strength, normal, earthquake, ground, fissure, ground, dig, ground, toxic, poison, agility, psychic, rage, normal, mimic, normal, double-team, normal, defense-curl, normal, bide, normal, swift, normal, skull-bash, normal, amnesia, psychic, leech-life, bug, fury-swipes, normal, rest, psychic, rock-slide, rock, super-fang, normal, slash, normal, substitute, normal, thief, dark, snore, normal, curse, ghost, flail, normal, protect, normal, mud-slap, ground, spikes, ground, detect, fighting, sandstorm, rock, endure, normal, rollout, rock, false-swipe, normal, swagger, normal, fury-cutter, bug, attract, normal, sleep-talk, normal, return, normal, frustration, normal, safeguard, normal, magnitude, ground, dynamic-punch, fighting, rapid-spin, normal, iron-tail, steel, metal-claw, steel, hidden-power, normal, sunny-day, fire, rock-smash, fighting, facade, normal, focus-punch, fighting, brick-break, fighting, knock-off, dark, endeavor, normal, secret-power, normal, crush-claw, normal, rock-tomb, rock, sand-tomb, ground, aerial-ace, flying, mud-shot, ground, covet, normal, gyro-ball, steel, natural-gift, normal, fling, dark, poison-jab, poison, night-slash, dark, x-scissor, bug, focus-blast, fighting, earth-power, ground, giga-impact, normal, shadow-claw, ghost, rock-climb, normal, gunk-shot, poison, stone-edge, rock, captivate, normal, stealth-rock, rock, hone-claws, dark, smack-down, rock, round, normal, bulldoze, ground, work-up, normal, drill-run, ground, confide, normal, high-horsepower, ground, throat-chop, dark, stomping-tantrum, ground, steel-roller, steel, scorching-sands, ground, tera-blast, normal"
